Rule ID,SDTMIG Version,Rule Version,Class,Domain,Variable,Condition,Rule,Document,Section,Item ,Cited Guidance,Release Notes,,,,,,,,,,,,
CG0160,3.4,1,AP,ALL,SREL,RSUBJID ^= null,Describes relationship of associated person to study subject or pool,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",No Change,,,,,,,,,,,,
CG0161,3.2,1,AP,ALL,SREL,RDEVID ^= null,Describes relationship of associated person to device identified in RDEVID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID.  If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID",,,,,,,,,,,,,
CG0161,3.3,1,AP,ALL,SREL,RDEVID ^= null,Describes relationship of associated person to device identified in RDEVID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID.  If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID",,,,,,,,,,,,,
CG0161,3.4,1,AP,ALL,SREL,RDEVID ^= null,Describes relationship of associated person to device identified in RDEVID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",No Change,,,,,,,,,,,,
CG0162,3.2,1,AP,ALL,SREL,RSUBJID = null and RDEVID = null,Describes relationship of associated person to study identified in STUDYID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated  person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID.  If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID",,,,,,,,,,,,,
CG0162,3.3,1,AP,ALL,SREL,RSUBJID = null and RDEVID = null,Describes relationship of associated person to study identified in STUDYID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID",,,,,,,,,,,,,
CG0162,3.4,1,AP,ALL,SREL,RSUBJID = null and RDEVID = null,Describes relationship of associated person to study identified in STUDYID,AP Guide v1.0,2.1.1,Specification,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",No Change,,,,,,,,,,,,
CG0163,3.2,1,SPC,CO,IDVAR,"Comment related to Domain Records and RDOMAIN not in (null, 'DM')",IDVAR ^= null,IG v3.2,5,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0163,3.3,1,SPC,CO,IDVAR,"Comment related to Domain Records and RDOMAIN not in (null, 'DM')",IDVAR ^= null,IG v3.3,5.1,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0163,3.4,1,SPC,CO,IDVAR,"Comment related to Domain Records and RDOMAIN not in (null, 'DM')",IDVAR ^= null,IG v3.4,5.1,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. Null for comments collected on separate CRFs.,No Change,,,,,,,,,,,,
CG0164,3.2,1,SPC,CO,IDVAR,RDOMAIN = null,IDVAR = null,IG v3.2,5,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0164,3.3,1,SPC,CO,IDVAR,RDOMAIN = null,IDVAR = null,IG v3.3,5.1,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0164,3.4,1,SPC,CO,IDVAR,RDOMAIN = null,IDVAR = null,IG v3.4,5.1,Specification,Identifying variable in the parent dataset that identifies the record(s) to which the comment applies. Examples AESEQ or CMGRPID. Used only when individual comments are related to domain records. Null for comments collected on separate CRFs.,No Change,,,,,,,,,,,,
CG0166,3.2,1,SPC,CO,RDOMAIN,IDVARVAL ^= null,RDOMAIN ^= null,IG v3.2,5,Specification,Value of identifying variable of the parent record(s). Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0166,3.3,1,SPC,CO,RDOMAIN,IDVARVAL ^= null,RDOMAIN ^= null,IG v3.3,5.1,Specification,Value of identifying variable of the parent record(s). Used only when individual comments are related to domain records. null for comments collected on separate CRFs.,,,,,,,,,,,,,
CG0166,3.4,1,SPC,CO,RDOMAIN,IDVARVAL ^= null,RDOMAIN ^= null,IG v3.4,5.1,Specification,Two-character abbreviation for the domain of the parent record(s). Null for comments collected on a general comments or additional information CRF page.,No Change,,,,,,,,,,,,
CG0167,3.2,1,SPC,CO,GEN,,"Comments are unsolicited, free-text and voluntary",IG v3.2,5,Specification,"The Comments special-purpose domain provides a solution for submitting free-text comments related to data in one or more SDTM domains (as described in Section 8: 8.5, Relating Comments To A Parent Domain) or collected on a separate CRF page dedicated to comments. Comments are generally not responses to specific questions; instead, comments usually consist of voluntary, free-text or unsolicited observations.",,,,,,,,,,,,,
CG0167,3.3,1,SPC,CO,GEN,,"Comments are unsolicited, free-text and voluntary",IG v3.3,5.1,Specification,"The Comments special-purpose domain provides a solution for submitting free-text comments related to data in one or more SDTM domains (as described in Section 8: 8.5, Relating Comments To A Parent Domain) or collected on a separate CRF page dedicated to comments. Comments are generally not responses to specific questions; instead, comments usually consist of voluntary, free-text or unsolicited observations.",,,,,,,,,,,,,
CG0167,3.4,1,SPC,CO,GEN,,"Comments are unsolicited, free-text and voluntary",IG v3.4,5.1,Assumption 1,"The Comments special-purpose domain provides a solution for submitting free-text comments related to data in one or more SDTM domains (as described in Section 8.5, Relating Comments to a Parent Domain) or collected on a separate CRF page dedicated to comments. Comments are generally not responses to specific questions; instead, comments usually consist of voluntary, free-text or unsolicited observations.",No Change,,,,,,,,,,,,
CG0168,3.2,1,SPC,CO,CODTC,IDVAR ^= null,CODTC = null,IG v3.2,5,Specification,"[Date/time of comment on dedicated comment form. Should be null if this is a child record of another domain or if comment date was not collected.][Those related to a specific parent record or group of parent records, in which case the value of the variable RDOMAIN is set to the DOMAIN code of the parent record(s) and the variables IDVAR and IDVARVAL are populated with the key variable name and value of the parent record(s).][Assumptions for populating IDVAR and IDVARVAL are further described in Section 8: 8.5, Relating Comments To A Parent Domain. CODTC should be null because the timing of the parent record(s) is inherited by the comment record. See example, Rows 3-5.]",,,,,,,,,,,,,
CG0168,3.3,1,SPC,CO,CODTC,IDVAR ^= null,CODTC = null,IG v3.3,5.1,Specification,"[Date/time of comment on dedicated comment form. Should be null if this is a child record of another domain or if comment date was not collected.][Those related to a specific parent record or group of parent records, in which case the value of the variable RDOMAIN is set to the DOMAIN code of the parent record(s) and the variables IDVAR and IDVARVAL are populated with the key variable name and value of the parent record(s).][Assumptions for populating IDVAR and IDVARVAL are further described in Section 8: 8.5, Relating Comments To A Parent Domain. CODTC should be null because the timing of the parent record(s) is inherited by the comment record. See example, Rows 3-5.]",,,,,,,,,,,,,
CG0168,3.4,1,SPC,CO,CODTC,IDVAR ^= null,CODTC = null,IG v3.4,5.1,Specification|Assumption 2c,"Specification[Date/time of comment on dedicated comment form. Should be null if this is a child record of another domain or if comment date was not collected.]|Assumption 2c[Those related to a specific parent record or group of parent records, in which case the value of the variable RDOMAIN is set to the DOMAIN code of the parent record(s) and the variables IDVAR and IDVARVAL are populated with the key variable name and value of the parent record(s). Assumptions for populating IDVAR and IDVARVAL are further described in Section 8.5, Relating Comments to a Parent Domain. CODTC should be null because the timing of the parent record(s) is inherited by the comment record. See example, Rows 3-5.]",Updated for multiple items,,,,,,,,,,,,
CG0169,3.2,1,SPC,CO,COVAL,No comment > 200 characters,COVALn not present in dataset,IG v3.2,5,Assumption 3,"When the comment text is longer than 200 characters, the first 200 characters of the comment will be in COVAL, the next 200 in COVAL1, and additional text stored as needed to COVALn. See example, Rows 3-4.",The Item reference for the cited guidance has been corrected.,,,,,,,,,,,,
CG0169,3.3,1,SPC,CO,COVAL,No comment > 200 characters,COVALn not present in dataset,IG v3.3,5.1,Assumption 3,"When the comment text is longer than 200 characters, the first 200 characters of the comment will be in COVAL, the next 200 in COVAL1, and additional text stored as needed to COVALn. See example, Rows 3-4.",The Item reference for the cited guidance has been corrected.,,,,,,,,,,,,
CG0169,3.4,1,SPC,CO,COVAL,No comment > 200 characters,COVALn not present in dataset,IG v3.4,5.1,Assumption 3,"When the comment text is longer than 200 characters, the first 200 characters of the comment will be in COVAL, the next 200 in COVAL1, and additional text stored as needed to COVALn. See example, Rows 3-4. ",No Change,,,,,,,,,,,,
CG0171,3.2,1,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= DM.DTHDTC,IG v3.2,6.3,Assumption 2,"Subject Status does not contain details about the circumstances of a subject's status. The response to the status assessment may trigger collection of additional details but those details are to be stored in appropriate separate domains. For example, if a subject's Survival Status is ""DEAD"", the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question and the status response are stored in SS.",,,,,,,,,,,,,
CG0171,3.3,1,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= DM.DTHDTC,IG v3.3,6.3.15,Assumption 1,"Subject Status does not contain details about the circumstances of a subject's status. The response to the status assessment may trigger collection of additional details but those details are to be stored in appropriate separate domains. For example, if a subject's Survival Status is ""DEAD"", the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question and the status response are stored in SS.",,,,,,,,,,,,,
CG0171,3.4,1,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= DM.DTHDTC,IG v3.4,6.3.11,Assumption 1,"Subject Status does not contain details about the circumstances of a subject's status. The response to the status assessment may trigger collection of additional details, but those details are to be stored in appropriate separate domains. For example, if a subject's survival status is ""DEAD"", the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question, and the status response are stored in SS.",No Change,,,,,,,,,,,,
CG0172,3.2,2,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= all DS.DSSTDTC,IG v3.2,6.3,Assumption 2,"Subject Status does not contain details about the circumstances of a subject's status. The response to the status assessment may trigger collection of additional details but those details are to be stored in appropriate separate domains. For example, if a subject's Survival Status is ""DEAD"", the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question and the status response are stored in SS.","Updated Rule from ""SSDTC >= DS.DSSTDTC"".",,,,,,,,,,,,
CG0172,3.3,2,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= all DS.DSSTDTC,IG v3.3,6.3.15,Assumption 1,"Subject Status does not contain details about the circumstances of a subject’s status. The response to the status assessment may trigger collection of additional details but those details are to be stored in appropriate separate domains. For example, if a subject’s Survival Status is “DEAD”, the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question and the status response are stored in SS.","Updated Rule from ""SSDTC >= DS.DSSTDTC"".",,,,,,,,,,,,
CG0172,3.4,2,FND,SS,SSDTC,SSSTRESC = 'DEAD',SSDTC >= all DS.DSSTDTC,IG v3.4,6.3.11,Assumption 1,"Subject Status does not contain details about the circumstances of a subject's status. The response to the status assessment may trigger collection of additional details, but those details are to be stored in appropriate separate domains. For example, if a subject's survival status is ""DEAD"", the date of death must be stored in DM and within a final disposition record in DS. Only the status collection date, the status question, and the status response are stored in SS.",No Change,,,,,,,,,,,,
CG0173,3.2,1,FND,FA,FATESTCD,"Collected data fit a Qualifier variable listed in SDTM: Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain",The name of the variable is used as the value of FATESTCD.,IG v3.2,6.4.3,,"When collected data fit a Qualifier variable listed in SDTM: Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, then the name of the variable should be used as the value of FATESTCD.","removed ""Specification"" from item guidance",,,,,,,,,,,,
CG0173,3.3,1,FND,FA,FATESTCD,"Collected data fit a Qualifier variable listed in SDTM: Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain",The name of the variable is used as the value of FATESTCD.,IG v3.3,6.4.3,,"When collected data fit a Qualifier variable listed in SDTM: Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, then the name of the variable should be used as the value of FATESTCD.","removed ""Specification"" from item guidance",,,,,,,,,,,,
CG0173,3.4,1,FND,FA,FATESTCD,"Collected data fit a Qualifier variable listed in SDTM: Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain",The name of the variable is used as the value of FATESTCD.,IG v3.4,6.4.3,,"When collected data fit a Qualifier variable listed in SDTM: Sections 3.1.1, 3.1.2, or 3.1.3, and are represented in the Findings About domain, then the name of the variable should be used as the value of FATESTCD.",The cited SDTM sections have changed.  SDS-1655 was created to fix the text used for guidance.  The version here is correct,,,,,,,,,,,,
CG0174,3.2,1,FND,FA,FAOBJ,Related record present in parent domain dataset,"FAOBJ in (--TERM, --TRT, --DECOD)",IG v3.2,6.4.3,,"In general, the value in FAOBJ should match the value in --TERM or --TRT, unless the parent domain is dictionary coded or subject to controlled terminology, in which case FAOBJ should then match the value in --DECOD.","removed ""Specification"" from item guidance",,,,,,,,,,,,
CG0174,3.3,1,FND,FA,FAOBJ,Related record present in parent domain dataset,"FAOBJ in (--TERM, --TRT, --DECOD)",IG v3.3,6.4.3,,"In general, the value in FAOBJ should match the value in --TERM or --TRT, unless the parent domain is dictionary coded or subject to controlled terminology, in which case FAOBJ should then match the value in --DECOD.","removed ""Specification"" from item guidance",,,,,,,,,,,,
CG0174,3.4,1,FND,FA,FAOBJ,Related record present in parent domain dataset,"FAOBJ in (--TERM, --TRT, --DECOD)",IG v3.4,6.4.3,,"If an FA record does have a parent record, the value in FAOBJ should match the value in --TERM or --TRT, unless the parent domain is dictionary coded or subject to controlled terminology, in which case FAOBJ should match the value in --DECOD.",No Change,,,,,,,,,,,,
CG0175,3.2,1,FND,IE,IEORRES,IECAT = 'EXCLUSION',IEORRES = 'Y',IG v3.2,6.3,Assumption 2,"The intent of the domain model is to collect response to only those criteria that the subject did not meet, and not the responses to all criteria.",,,,,,,,,,,,,
CG0175,3.3,1,FND,IE,IEORRES,IECAT = 'EXCLUSION',IEORRES = 'Y',IG v3.3,6.3.4,Assumption 1,"The intent of the domain model is to collect response to only those criteria that the subject did not meet, and not the responses to all criteria.",,,,,,,,,,,,,
CG0175,3.4,1,FND,IE,IEORRES,IECAT = 'EXCLUSION',IEORRES = 'Y',IG v3.4,6.3.4,Assumption 1,"The intent of the domain model is to collect responses to only those criteria that the subject did not meet, and not the responses to all criteria. ",No Change,,,,,,,,,,,,
CG0176,3.2,1,FND,IE,IEORRES,IECAT = 'INCLUSION',IEORRES = 'N',IG v3.2,6.3,Assumption 2,"The intent of the domain model is to collect response to only those criteria that the subject did not meet, and not the responses to all criteria.",,,,,,,,,,,,,
CG0176,3.3,1,FND,IE,IEORRES,IECAT = 'INCLUSION',IEORRES = 'N',IG v3.3,6.3.4,Assumption 1,"The intent of the domain model is to collect response to only those criteria that the subject did not meet, and not the responses to all criteria.",,,,,,,,,,,,,
CG0176,3.4,1,FND,IE,IEORRES,IECAT = 'INCLUSION',IEORRES = 'N',IG v3.4,6.3.4,Assumption 1,"The intent of the domain model is to collect responses to only those criteria that the subject did not meet, and not the responses to all criteria. ",No Change,,,,,,,,,,,,
CG0177,3.2,1,FND,IE,IESTRESC,,IESTRESC = IEORRES,IG v3.2,6.3,Specification,Response to Inclusion/Exclusion criterion result in standard format.,,,,,,,,,,,,,
CG0177,3.3,1,FND,IE,IESTRESC,,IESTRESC = IEORRES,IG v3.3,6.3.4,Specification,Response to Inclusion/Exclusion criterion result in standard format.,,,,,,,,,,,,,
CG0177,3.4,1,FND,IE,IESTRESC,,IESTRESC = IEORRES,IG v3.4,6.3.4,Specification,Response to Inclusion/Exclusion criterion result in standard format.,No Change,,,,,,,,,,,,
CG0178,3.2,1,FND,IE,IETEST,,IETEST in TI.IETEST,IG v3.2,6.3,Assumption 2,The complete list of Inclusion/Exclusion criteria can be found in the TI trial inclusion/exclusion criteria dataset described in Section 7.4 - Trial Summary and Eligibility: Trial Inclusion/Exclusion Criteria (TI).,,,,,,,,,,,,,
CG0178,3.3,1,FND,IE,IETEST,,IETEST in TI.IETEST,IG v3.3,6.3.4,Assumption 1,The complete list of Inclusion/Exclusion criteria can be found in the TI trial inclusion/exclusion criteria dataset described in Section 7.4 - Trial Summary and Eligibility: Trial Inclusion/Exclusion Criteria (TI).,,,,,,,,,,,,,
CG0178,3.4,1,FND,IE,IETEST,,IETEST in TI.IETEST,IG v3.4,6.3.4,Assumption 1,"The complete list of Inclusion/Exclusion criteria can be found in the Trial Inclusion/Exclusion Criteria (TI) dataset described in Section 7.4.1, Trial Inclusion/Exclusion Criteria.",No Change,,,,,,,,,,,,
CG0179,3.2,1,FND,IE,IETESTCD,,IETESTCD in TI.IETESTCD,IG v3.2,6.3,Assumption 2,The complete list of Inclusion/Exclusion criteria can be found in the TI trial inclusion/exclusion criteria dataset described in Section 7.4 - Trial Summary and Eligibility: Trial Inclusion/Exclusion Criteria (TI).,,,,,,,,,,,,,
CG0179,3.3,1,FND,IE,IETESTCD,,IETESTCD in TI.IETESTCD,IG v3.3,6.3.4,Assumption 1,"The complete list of Inclusion/Exclusion criteria can be found in the Trial Inclusion/Exclusion Criteria (TI) dataset described in Section 7.4.1, Trial Inclusion/Exclusion Criteria.",,,,,,,,,,,,,
CG0179,3.4,1,FND,IE,IETESTCD,,IETESTCD in TI.IETESTCD,IG v3.4,6.3.4,Assumption 1,"The complete list of Inclusion/Exclusion criteria can be found in the Trial Inclusion/Exclusion Criteria (TI) dataset described in Section 7.4.1, Trial Inclusion/Exclusion Criteria.",Cited guidance updated; will be no change if 3.3 is updated as per jira ticket,,,,,,,,,,,,
CG0180,3.2,1,FND,LB,LBORNRLO,LBORRES ^= continuous measurement,LBORNRLO = null,IG v3.2,6.3,Specification,Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0180,3.3,1,FND,LB,LBORNRLO,LBORRES ^= continuous measurement,LBORNRLO = null,IG v3.3,6.3.6,Specification,Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0180,3.4,1,FND,LB,LBORNRLO,LBORRES ^= continuous measurement,LBORNRLO = null,IG v3.4,6.3.5.6,Specification,Lower end of reference range for continuous measurement in original units. Should be populated only for continuous results.,Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0181,3.2,1,FND,LB,LBORNRHI,LBORRES ^= continuous measurement,LBORNRHI = null,IG v3.2,6.3,Specification,Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0181,3.3,1,FND,LB,LBORNRHI,LBORRES ^= continuous measurement,LBORNRHI = null,IG v3.3,6.3.6,Specification,Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0181,3.4,1,FND,LB,LBORNRHI,LBORRES ^= continuous measurement,LBORNRHI = null,IG v3.4,6.3.5.6,Specification,Upper end of reference range for continuous measurement in original units. Should be populated only for continuous results.,Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0182,3.2,1,FND,LB,LBSTNRLO,LBORRES ^= continuous measurement,LBSTNRLO = null,IG v3.2,6.3,Specification,Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0182,3.3,1,FND,LB,LBSTNRLO,LBORRES ^= continuous measurement,LBSTNRLO = null,IG v3.3,6.3.6,Specification,Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0182,3.4,1,FND,LB,LBSTNRLO,LBORRES ^= continuous measurement,LBSTNRLO = null,IG v3.4,6.3.5.6,Specification,Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units. Should be populated only for continuous results.,Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0183,3.2,1,FND,LB,LBSTNRHI,LBORRES ^= continuous measurement,LBSTNRHI = null,IG v3.2,6.3,Specification,Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0183,3.3,1,FND,LB,LBSTNRHI,LBORRES ^= continuous measurement,LBSTNRHI = null,IG v3.3,6.3.6,Specification,Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.,,,,,,,,,,,,,
CG0183,3.4,1,FND,LB,LBSTNRHI,LBORRES ^= continuous measurement,LBSTNRHI = null,IG v3.4,6.3.5.6,Specification,Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.,Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0184,3.2,1,FND,LB,LBSTNRC,LBORRES = continuous measurement,LBSTNRC = null,IG v3.2,6.3,Specification,"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., ""-1 to +1"", ""NEGATIVE TO TRACE"").",,,,,,,,,,,,,
CG0184,3.3,1,FND,LB,LBSTNRC,LBORRES = continuous measurement,LBSTNRC = null,IG v3.3,6.3.6,Specification,"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., ""-1 to +1"", ""NEGATIVE TO TRACE"").",,,,,,,,,,,,,
CG0184,3.4,1,FND,LB,LBSTNRC,LBORRES = continuous measurement,LBSTNRC = null,IG v3.4,6.3.5.6,Specification,"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., ""-1 to +1"", ""NEGATIVE TO TRACE"").",Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0185,3.2,1,FND,LB,LBTOXGR,Numeric scale used,LBTOXGR is a numeric value,IG v3.2,6.3,Specification,"If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2"").",,,,,,,,,,,,,
CG0185,3.3,1,FND,LB,LBTOXGR,Numeric scale used,LBTOXGR is a numeric value,IG v3.3,6.3.6,Specification,"If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2"").",,,,,,,,,,,,,
CG0185,3.4,1,FND,LB,LBTOXGR,Numeric scale used,LBTOXGR is a numeric value,IG v3.4,6.3.5.6,Specification,"If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2"").",Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0186,3.2,2,FND,LB,LBORNRLO,,LBORNRLO is expressed using the units in LBORRESU,IG v3.2,6.3,Specification,Lower end of reference range for continuous measurements in original units.,,,,,,,,,,,,,
CG0186,3.3,2,FND,LB,LBORNRLO,,LBORNRLO is expressed using the units in LBORRESU,IG v3.3,6.3.6,Specification,Lower end of reference range for continuous measurements in original units.,,,,,,,,,,,,,
CG0186,3.4,2,FND,LB,LBORNRLO,,LBORNRLO is expressed using the units in LBORRESU,IG v3.4,6.3.5.6,Specification,Lower end of reference range for continuous measurement in original units.,Updated wording of rule and section.,,,,,,,,,,,,
CG0187,3.2,2,FND,LB,LBORNRHI,,LBORNRHI is expressed using the units in LBORRESU,IG v3.2,6.3,Specification,Upper end of reference range for continuous measurements in original units.,,,,,,,,,,,,,
CG0187,3.3,2,FND,LB,LBORNRHI,,LBORNRHI is expressed using the units in LBORRESU,IG v3.3,6.3.6,Specification,Upper end of reference range for continuous measurements in original units.,,,,,,,,,,,,,
CG0187,3.4,2,FND,LB,LBORNRHI,,LBORNRHI is expressed using the units in LBORRESU,IG v3.4,6.3.5.6,Specification,Upper end of reference range for continuous measurement in original units.,Updated wording of rule and section.,,,,,,,,,,,,
CG0188,3.2,2,FND,LB,LBSTNRLO,,LBSTNRLO  is expressed using the units in LBSTRESU,IG v3.2,6.3,Specification,Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units.,,,,,,,,,,,,,
CG0188,3.3,2,FND,LB,LBSTNRLO,,LBSTNRLO  is expressed using the units in LBSTRESU,IG v3.3,6.3.6,Specification,Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units.,,,,,,,,,,,,,
CG0188,3.4,2,FND,LB,LBSTNRLO,,LBSTNRLO  is expressed using the units in LBSTRESU,IG v3.4,6.3.5.6,Specification,Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units.,Updated wording of rule and section.,,,,,,,,,,,,
CG0189,3.2,2,FND,LB,LBSTNRHI,,LBSTNRHI is expressed using the units in LBSTRESU,IG v3.2,6.3,Specification,Upper end of reference range for continuous measurements in standardized units.,,,,,,,,,,,,,
CG0189,3.3,2,FND,LB,LBSTNRHI,,LBSTNRHI is expressed using the units in LBSTRESU,IG v3.3,6.3.6,Specification,Upper end of reference range for continuous measurements in standardized units.,,,,,,,,,,,,,
CG0189,3.4,2,FND,LB,LBSTNRHI,,LBSTNRHI is expressed using the units in LBSTRESU,IG v3.4,6.3.5.6,Specification,Upper end of reference range for continuous measurements in standardized units.,Updated wording of rule and section.,,,,,,,,,,,,
CG0190,3.2,2,FND,LB,LBSTNRC,LBSTRESU ^= null,LBSTNRC  is expressed using the units in LBSTRESU,IG v3.2,6.3,Specification,Reference Range for Char Rslt-Std Units,,,,,,,,,,,,,
CG0190,3.3,2,FND,LB,LBSTNRC,LBSTRESU ^= null,LBSTNRC  is expressed using the units in LBSTRESU,IG v3.3,6.3.6,Specification,Reference Range for Char Rslt-Std Units,,,,,,,,,,,,,
CG0190,3.4,2,FND,LB,LBSTNRC,LBSTRESU ^= null,LBSTNRC  is expressed using the units in LBSTRESU,IG v3.4,6.3.5.6,Specification,Reference Range for Char Rslt-Std Units,Updated wording of rule and section.,,,,,,,,,,,,
CG0191,3.2,1,FND,MS,GEN,MS dataset present in study,MB dataset present in study,IG v3.2,2.6|6.3,"2.6[Item 1, Bullet 5]|6.3[MS Assumption 1]","2.6[Item 1, Bullet 5][The domain pair uses DOMAIN as an Identifier to group parent records (e.g., MB) from child records (e.g., MS) and enables a dataset-level relationship to be described in RELREC.]|6.3[MS Assumption 1][Definition: The MS domain is designed to store any findings related to the organisms found and submitted in MB.]",,,,,,,,,,,,,
CG0191,3.3,1,FND,MS,GEN,MS dataset present in study,MB dataset present in study,IG v3.3,2.6|6.3.7,2.6[Item 1]|6.3.7[Bullet 5],"2.6[Item 1][The domain pair uses DOMAIN as an Identifier to group parent records (e.g., MB) from child records (e.g., MS) and enables a dataset-level relationship to be described in RELREC.]|6.3.7[MS is used for representing data from drug susceptibility testing on the organisms identified in MB.]",,,,,,,,,,,,,
