Rule ID,SDTMIG Version,Rule Version,Class,Domain,Variable,Condition,Rule,Document,Section,Item ,Cited Guidance,Release Notes,,,,,,,,,,,,
CG0238,3.3,1,FND,ALL,--ORRES,Date Value,--ORRES in ISO 8601 date format,IG v3.3,4.4.9,,"Dates are generally used only as timing variables, ... but there may be occasions when it may be preferable to model a date as a result (--ORRES) in a Findings dataset. ... this situation may occasionally occur when a) a group of questions (each of which has a date response) is asked and analyzed together; or b) the Event(s) and Intervention(s) in question are not medically significant (often the case when included in questionnaires). Consider the following cases: Calculated due date, Date of last day on the job, Date of high school graduation. One approach to modeling these data would be to place the text of the question in --TEST and the response to the question, a date represented in ISO 8601 format, in --ORRES and --STRESC as long as these date results do not contain the dates of medically significant events or interventions. Again, use extreme caution when storing dates as the results of Findings. Remember, in most cases, these dates should be timing variables associated with a record in an Intervention or Events dataset.",,,,,,,,,,,,,
CG0238,3.4,1,FND,ALL,--ORRES,Date Value,--ORRES in ISO 8601 date format,IG v3.4,4.4.9,,"Dates are generally used only as timing variables, ... but there may be occasions when it may be preferable to model a date as a result (--ORRES) in a Findings dataset. ... this situation may occasionally occur when a) a group of questions (each of which has a date response) is asked and analyzed together; or b) the Event(s) and Intervention(s) in question are not medically significant (often the case when included in questionnaires). Consider the following cases: Calculated due date, Date of last day on the job, Date of high school graduation. One approach to modeling these data would be to place the text of the question in --TEST and the response to the question, a date represented in ISO 8601 format, in --ORRES and --STRESC as long as these date results do not contain the dates of medically significant events or interventions. Again, use extreme caution when storing dates as the results of Findings. Remember, in most cases, these dates should be timing variables associated with a record in an Intervention or Events dataset.",No Change,,,,,,,,,,,,
CG0240,3.2,2,ALL,ALL,--TPT,VISITNUM and --TPTREF are not present in dataset,--TPT and --TPTNUM have a one-to-one relationship,IG v3.2,4.1.4.10,,"Within the context that defines uniqueness for a time point, which may include domain, visit, and reference time point, there must be a one-to-relationship between values of --TPT and --TPTNUM. in other words, if domain, visit, and reference time point uniquely identify subject data, then if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different time point descriptions in --TPT.","Rule updated with the condition of ""VISITNUM and --TPTREF are not present in dataset"". Note also the addition of associated rules CG0571, CG0572, and CG0573.",,,,,,,,,,,,
CG0240,3.3,2,ALL,ALL,--TPT,VISITNUM and --TPTREF are not present in dataset,--TPT and --TPTNUM have a one-to-one relationship,IG v3.3,4.4.10,,"Within the context that defines uniqueness for a time point, which may include domain, visit, and reference time point, there must be a one-to-relationship between values of --TPT and --TPTNUM. in other words, if domain, visit, and reference time point uniquely identify subject data, then if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different time point descriptions in --TPT.","Rule updated with the condition of ""VISITNUM and --TPTREF are not present in dataset"". Note also the addition of associated rules CG0571, CG0572, and CG0573.",,,,,,,,,,,,
CG0240,3.4,2,ALL,ALL,--TPT,VISITNUM and --TPTREF are not present in dataset,--TPT and --TPTNUM have a one-to-one relationship,IG v3.4,4.4.10,,"Within the context that defines uniqueness for a time point, which may include domain, visit, and reference time point, there must be a one-to-relationship between values of --TPT and --TPTNUM. in other words, if domain, visit, and reference time point uniquely identify subject data, then if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different time point descriptions in --TPT.",No Change.,,,,,,,,,,,,
CG0241,3.2,1,ALL,ALL,--ELTM,--TPT ^= null and --TPTNUM ^= null and --ELTM ^= null,"--ELTM is the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM",IG v3.2,4.1.4.10,,"Within the context that defines uniqueness for a time point, there is likely to be a one-to-one relationship between most values of --TPT and --ELTM. However, since --ELTM can only be populated with ISO 8601 periods of time (as described in Section 4.1.4.3, Intervals of Time and Use of Duration for --DUR Variables), --ELTM may not be populated for all time points. For example, --ELTM is likely to be null for time points described by text such as 'pre-dose' or 'before breakfast.' When --ELTM is populated, if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different values in --ELTM.",,,,,,,,,,,,,
CG0241,3.3,1,ALL,ALL,--ELTM,--TPT ^= null and --TPTNUM ^= null and --ELTM ^= null,"--ELTM is the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM",IG v3.3,4.4.10,,"Within the context that defines uniqueness for a time point, there is likely to be a one-to-one relationship between most values of --TPT and --ELTM. However, since --ELTM can only be populated with ISO 8601 periods of time (as described in Section 4.1.4.3, Intervals of Time and Use of Duration for --DUR Variables), --ELTM may not be populated for all time points. For example, --ELTM is likely to be null for time points described by text such as 'pre-dose' or 'before breakfast.' When --ELTM is populated, if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different values in --ELTM.",,,,,,,,,,,,,
CG0241,3.4,1,ALL,ALL,--ELTM,--TPT ^= null and --TPTNUM ^= null and --ELTM ^= null,"--ELTM is the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM",IG v3.4,4.4.10,,"Within the context that defines uniqueness for a time point, there is likely to be a one-to-one relationship between most values of --TPT and --ELTM. However, since --ELTM can only be populated with ISO 8601 periods of time (as described in Section 4.4.3, Intervals of Time and Use of Duration for --DUR Variables), --ELTM may not be populated for all time points. For example, --ELTM is likely to be null for time points described by text such as 'pre-dose' or 'before breakfast.' When --ELTM is populated, if two subjects have records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM, then these records may not have different values in --ELTM.",Slight update to cited guidance,,,,,,,,,,,,
CG0244,3.2,2,TDM,"TA, TV",ARM,,"ARM not in ('Screen Failure', 'Not Assigned', 'Unplanned Treatment', 'Not Treated')",IG v3.2,7.2|5|7.3,Specification,The trial arms table describes each planned arm in the trial.,"Removed DM from Domain and SPC from Class.  Both screen failure and unassigned subjects may be represented in DM in SDTMIG 3.2.  There are separate rules addressing non-treatment values for DM in SDTM 3.2.  The original rule was applicable for SDTMIG 3.3, but was moved to a new rule number.",,,,,,,,,,,,
CG0246,3.2,1,"TDM, SPC","TA, TE, SE",ETCD,,ETCD value length <= 8,IG v3.2,5|7.2,Specification,ETCD (the companion to ELEMENT) is limited to 8 characters,,,,,,,,,,,,,
CG0246,3.3,1,"TDM, SPC","TA, TE, SE",ETCD,,ETCD value length <= 8,IG v3.3,5.2|7.2,Specification,ETCD (the companion to ELEMENT) is limited to 8 characters,,,,,,,,,,,,,
CG0246,3.4,1,"TDM, SPC","TA, TE, SE",ETCD,,ETCD value length <= 8,IG v3.4,5.3|7.2.1|7.2.2,Specification,ETCD (the companion to ELEMENT) is limited to 8 characters,Section change in IG 3.4,,,,,,,,,,,,
CG0247,3.2,1,TDM,TA,TAETORD,,TAETORD is unique within an ARM,IG v3.2,7.2,Specification,Number that gives the order of the Element within the Arm.,,,,,,,,,,,,,
CG0247,3.3,1,TDM,TA,TAETORD,,TAETORD is unique within an ARM,IG v3.3,7.2,Specification,Number that gives the order of the Element within the Arm.,,,,,,,,,,,,,
CG0247,3.4,1,TDM,TA,TAETORD,,TAETORD is unique within an ARM,IG v3.4,7.2.1,Specification,Number that gives the order of the Element within the Arm.,No Change,,,,,,,,,,,,
CG0248,3.2,1,TDM,TA,TAETORD,,TAETORD is an integer,IG v3.2,7.2,Assumption 1,TAETORD is an integer.,,,,,,,,,,,,,
CG0248,3.3,1,TDM,TA,TAETORD,,TAETORD is an integer,IG v3.3,7.2.1,Assumption 1,TAETORD is an integer.,,,,,,,,,,,,,
CG0248,3.4,1,TDM,TA,TAETORD,,TAETORD is an integer,IG v3.4,7.2.1,Assumption 1,TAETORD is an integer.,No Change,,,,,,,,,,,,
CG0249,3.2,1,TDM,TA,TATRANS,Element does not end with a decision that could lead to a shortened path within the Arm,TATRANS = null,IG v3.2,7.2,Assumption 7,"If an Element does not end with a decision that could lead to a shortened path within the Arm, then TATRANS will be blank.",,,,,,,,,,,,,
CG0249,3.3,1,TDM,TA,TATRANS,Element does not end with a decision that could lead to a shortened path within the Arm,TATRANS = null,IG v3.3,7.2.1,Assumption 7,"If an Element does not end with a decision that could lead to a shortened path within the Arm, then TATRANS will be blank.",,,,,,,,,,,,,
CG0249,3.4,1,TDM,TA,TATRANS,Element does not end with a decision that could lead to a shortened path within the Arm,TATRANS = null,IG v3.4,7.2.1,Assumption 7,"If an Element does not end with a decision that could lead to a shortened path within the Arm, then TATRANS will be blank.",No Change,,,,,,,,,,,,
CG0250,3.2,1,TDM,TA,EPOCH,,Each value of EPOCH is not associated with more than one conceptual trial period,IG v3.2,7.2,Assumption 11,... values of EPOCH must be different for different epochs.,,,,,,,,,,,,,
CG0250,3.3,1,TDM,TA,EPOCH,,Each value of EPOCH is not associated with more than one conceptual trial period,IG v3.3,7.2.1,Assumption 12,... values of EPOCH must be different for different epochs.,,,,,,,,,,,,,
CG0250,3.4,1,TDM,TA,EPOCH,,Each value of EPOCH is not associated with more than one conceptual trial period,IG v3.4,7.2.1,Assumption 12,"EPOCH may be used as a timing variable in other datasets, such as EX and DS, and values of EPOCH must be different for different epochs. ",Expanded cited guidance to a full sentence.,,,,,,,,,,,,
CG0251,3.2,1,TDM,TA,TABRANCH,Trial design branches,TABRANCH ^= null,IG v3.2,7.2,Assumption 3,TABRANCH describes the outcome of a branch decision point in the trial design for subjects in the Arm,,,,,,,,,,,,,
CG0251,3.3,1,TDM,TA,TABRANCH,Trial design branches,TABRANCH ^= null,IG v3.3,7.2.1,Assumption 3,TABRANCH describes the outcome of a branch decision point in the trial design for subjects in the Arm,,,,,,,,,,,,,
CG0251,3.4,1,TDM,TA,TABRANCH,Trial design branches,TABRANCH ^= null,IG v3.4,7.2.1,Assumption 3,TABRANCH describes the outcome of a branch decision point in the trial design for subjects in the Arm.,No Change,,,,,,,,,,,,
CG0252,3.2,1,TDM,TA,TATRANS,Trial Design allows for a Subject to transition to an Element other than the next Element in sequence,TATRANS ^= null,IG v3.2,7.2,Specification,"If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).",,,,,,,,,,,,,
CG0252,3.3,1,TDM,TA,TATRANS,Trial Design allows for a Subject to transition to an Element other than the next Element in sequence,TATRANS ^= null,IG v3.3,7.2.1,Specification,"If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).",,,,,,,,,,,,,
CG0252,3.4,1,TDM,TA,TATRANS,Trial Design allows for a Subject to transition to an Element other than the next Element in sequence,TATRANS ^= null,IG v3.4,7.2.1,Specification,"If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).",No Change,,,,,,,,,,,,
CG0253,3.2,1,TDM,TI,TIVERS,Greater than one version of the IE criteria in study documentation,TIVERS ^= null,IG v3.2,7.4,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",,,,,,,,,,,,,
CG0253,3.3,1,TDM,TI,TIVERS,Greater than one version of the IE criteria in study documentation,TIVERS ^= null,IG v3.3,7.4.1,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",,,,,,,,,,,,,
CG0253,3.4,1,TDM,TI,TIVERS,Greater than one version of the IE criteria in study documentation,TIVERS ^= null,IG v3.4,7.4.1,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",No Change,,,,,,,,,,,,
CG0254,3.2,1,TDM,TI,TIVERS,Greater than one version of the IE criteria,TIVERS present in dataset,IG v3.2,7.4,Specification,The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.,,,,,,,,,,,,,
CG0254,3.3,1,TDM,TI,TIVERS,Greater than one version of the IE criteria,TIVERS present in dataset,IG v3.3,7.4.1,Specification,The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.,,,,,,,,,,,,,
CG0254,3.4,1,TDM,TI,TIVERS,Greater than one version of the IE criteria,TIVERS present in dataset,IG v3.4,7.4.1,Specification,The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.,No Change,,,,,,,,,,,,
CG0255,3.2,1,TDM,TI,IETESTCD,TIVERS present in dataset,IETESTCD unique within TIVERS,IG v3.2,7.4,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",,,,,,,,,,,,,
CG0255,3.3,1,TDM,TI,IETESTCD,TIVERS present in dataset,IETESTCD unique within TIVERS,IG v3.3,7.4.1,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",,,,,,,,,,,,,
CG0255,3.4,1,TDM,TI,IETESTCD,TIVERS present in dataset,IETESTCD unique within TIVERS,IG v3.4,7.4.1,Assumption 1,"If inclusion/exclusion criteria were amended during the trial, then each complete set of criteria must be included in the TI domain. TIVERS is used to distinguish between the versions.",No Change,,,,,,,,,,,,
CG0256,3.2,1,TDM,TI,IETESTCD,TIVERS not present in dataset,IETESTCD unique in dataset,IG v3.2,7.4,Specification|Assumption 3,"Specification[The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.]|Assumption 3[Individual criteria do not have versions. If a criterion changes, it should be treated as a new criterion, with a new value for IETESTCD.]",,,,,,,,,,,,,
CG0256,3.3,1,TDM,TI,IETESTCD,TIVERS not present in dataset,IETESTCD unique in dataset,IG v3.3,7.4.1,Specification|Assumption 3,"Specification[The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.]|Assumption 3[Individual criteria do not have versions. If a criterion changes, it should be treated as a new criterion, with a new value for IETESTCD.]",,,,,,,,,,,,,
CG0256,3.4,1,TDM,TI,IETESTCD,TIVERS not present in dataset,IETESTCD unique in dataset,IG v3.4,7.4.1,Specification|Assumption 3,"Specification[The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.]|Assumption 3[Individual criteria do not have versions. If a criterion changes, it should be treated as a new criterion, with a new value for IETESTCD.]",No Change,,,,,,,,,,,,
CG0257,3.2,1,TDM,TS,TSPARMCD,,TSPARMCD value length <= 8,IG v3.2,7.4,Specification,TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions.,,,,,,,,,,,,,
CG0257,3.3,1,TDM,TS,TSPARMCD,,TSPARMCD value length <= 8,IG v3.3,7.4.2,Specification,TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions.,,,,,,,,,,,,,
CG0257,3.4,1,TDM,TS,TSPARMCD,,TSPARMCD value length <= 8,IG v3.4,7.4.2,Specification,TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions.,No Change,,,,,,,,,,,,
CG0258,3.2,1,TDM,TS,TSPARM,,TSPARM value length <= 40,IG v3.2,7.4,Specification,The value in TSPARM cannot be longer than 40 characters.,,,,,,,,,,,,,
CG0258,3.3,1,TDM,TS,TSPARM,,TSPARM value length <= 40,IG v3.3,7.4.2,Specification,The value in TSPARM cannot be longer than 40 characters.,,,,,,,,,,,,,
CG0258,3.4,1,TDM,TS,TSPARM,,TSPARM value length <= 40,IG v3.4,7.4.2,Specification,The value in TSPARM cannot be longer than 40 characters.,No Change,,,,,,,,,,,,
CG0259,3.2,1,TDM,TS,TSVALNF,TSVAL = null,TSVALNF ^= null,IG v3.2,7.4,Specification,TSVAL can only be null when TSVALNF is populated.,,,,,,,,,,,,,
CG0259,3.3,1,TDM,TS,TSVALNF,TSVAL = null,TSVALNF ^= null,IG v3.3,7.4.2,Specification,TSVAL can only be null when TSVALNF is populated.,,,,,,,,,,,,,
CG0259,3.4,1,TDM,TS,TSVALNF,TSVAL = null,TSVALNF ^= null,IG v3.4,7.4.2,Specification,TSVAL can only be null when TSVALNF is populated.,No Change,,,,,,,,,,,,
CG0260,3.2,1,TDM,TS,TSVALNF,TSVAL ^= null,TSVALNF = null,IG v3.2,7.4,Specification,"Null flavor for the value of TSPARM, to be populated if and only if TSVAL = null.",,,,,,,,,,,,,
CG0260,3.3,1,TDM,TS,TSVALNF,TSVAL ^= null,TSVALNF = null,IG v3.3,7.4.2,Specification,"Null flavor for the value of TSPARM, to be populated if and only if TSVAL = null.",,,,,,,,,,,,,
CG0260,3.4,1,TDM,TS,TSVALNF,TSVAL ^= null,TSVALNF = null,IG v3.4,7.4.2,Specification,"Null flavor for the value of TSPARM, to be populated if and only if TSVAL is null.",Very slight change to cited guidance,,,,,,,,,,,,
CG0261,3.2,1,TDM,TS,TSVAL,TSVAL1 ^= null,TSVAL ^= null,IG v3.2,7.4,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,,,,,,,,,,,,,
CG0261,3.3,1,TDM,TS,TSVAL,TSVAL1 ^= null,TSVAL ^= null,IG v3.3,7.4.2,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,,,,,,,,,,,,,
CG0261,3.4,1,TDM,TS,TSVAL,TSVAL1 ^= null,TSVAL ^= null,IG v3.4,7.4.2,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,No Change,,,,,,,,,,,,
CG0262,3.2,1,TDM,TS,TSVALn,TSVAL(n+1) ^= null,TSVALn ^= null,IG v3.2,7.4,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,,,,,,,,,,,,,
CG0262,3.3,1,TDM,TS,TSVALn,TSVAL(n+1) ^= null,TSVALn ^= null,IG v3.3,7.4.2,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,,,,,,,,,,,,,
CG0262,3.4,1,TDM,TS,TSVALn,TSVAL(n+1) ^= null,TSVALn ^= null,IG v3.4,7.4.2,Specification,Text over 200 characters can be added to additional columns TSVAL1-TSVALn.,No Change,,,,,,,,,,,,
CG0265,3.2,1,TDM,TS,TSVALCD,TSVAL ^= null and TSVALCD ^= null,TSVALCD and TSVAL have a one-to-one relationship.,IG v3.2,7.4,Specification,This is the code of the term in TSVAL.,,,,,,,,,,,,,
CG0265,3.3,1,TDM,TS,TSVALCD,TSVAL ^= null and TSVALCD ^= null,TSVALCD and TSVAL have a one-to-one relationship.,IG v3.3,7.4.2,Specification,This is the code of the term in TSVAL.,,,,,,,,,,,,,
CG0265,3.4,1,TDM,TS,TSVALCD,TSVAL ^= null and TSVALCD ^= null,TSVALCD and TSVAL have a one-to-one relationship.,IG v3.4,7.4.2,Specification,This is the code of the term in TSVAL.,No Change,,,,,,,,,,,,
CG0266,3.2,1,TDM,TS,TSVCDREF,TSVCDVER ^= null,TSVCDREF ^= null,IG v3.2,7.4,Specification,"The version number of the Reference Terminology, if applicable.",,,,,,,,,,,,,
CG0266,3.3,1,TDM,TS,TSVCDREF,TSVCDVER ^= null,TSVCDREF ^= null,IG v3.3,7.4.2,Specification,"The version number of the Reference Terminology, if applicable.",,,,,,,,,,,,,
CG0266,3.4,1,TDM,TS,TSVCDREF,TSVCDVER ^= null,TSVCDREF ^= null,IG v3.4,7.4.2,Specification,"The version number of the Reference Terminology, if applicable.",No Change,,,,,,,,,,,,
CG0267,3.2,1,TDM,TS,TSVCDVER,Reference Terminology is versioned.,TSVCDVER ^= null,IG v3.2,7.4,Specification,"The version number of the Reference Terminology, if applicable.",,,,,,,,,,,,,
CG0267,3.3,1,TDM,TS,TSVCDVER,Reference Terminology is versioned.,TSVCDVER ^= null,IG v3.3,7.4.2,Specification,"The version number of the Reference Terminology, if applicable.",,,,,,,,,,,,,
CG0267,3.4,1,TDM,TS,TSVCDVER,Reference Terminology is versioned.,TSVCDVER ^= null,IG v3.4,7.4.2,Specification,"The version number of the Reference Terminology, if applicable.",No Change,,,,,,,,,,,,
CG0268,3.2,1,TDM,TS,TSSEQ,TSPARMCD not unique,TSSEQ is unique for each distinct value of TSPARMCD,IG v3.2,7.4,Assumption 5,TSSEQ has a different value for each record for the same parameter.,,,,,,,,,,,,,
CG0268,3.3,1,TDM,TS,TSSEQ,TSPARMCD not unique,TSSEQ is unique for each distinct value of TSPARMCD,IG v3.3,7.4.2,Assumption 5,TSSEQ has a different value for each record for the same parameter.,,,,,,,,,,,,,
CG0268,3.4,1,TDM,TS,TSSEQ,TSPARMCD not unique,TSSEQ is unique for each distinct value of TSPARMCD,IG v3.4,7.4.2,Specification,Sequence number given to ensure uniqueness within a dataset. Allows inclusion of multiple records for the same TSPARMCD.,Item has changed and cited guidance has been updated.,,,,,,,,,,,,
CG0269,3.2,1,TDM,TS,TSVAL,TSPARMCD = 'ADDON' and TSVAL ^= null,"TSVAL in ('N','Y')",IG v3.2,7.4|Appendix C1,Assumption 3,Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD,,,,,,,,,,,,,
CG0269,3.3,1,TDM,TS,TSVAL,TSPARMCD = 'ADDON' and TSVAL ^= null,"TSVAL in ('N','Y')",IG v3.3,7.4,Assumption 3,"Further information about the parameters is included Appendix C1, Trial Summary Codes. TSVAL may have controlled terminology depending on the value of TSPARMCD. Conditions for including parameters are included in Appendix C1, Trial Summary Codes.",,,,,,,,,,,,,
CG0270,3.2,1,TDM,TS,TSVAL,TSPARMCD = 'AGEMAX' and TSVAL ^= null,TSVAL conforms to ISO 8601,IG v3.2,7.4|Appendix C1,Assumption 3,Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD,,,,,,,,,,,,,
CG0270,3.3,1,TDM,TS,TSVAL,TSPARMCD = 'AGEMAX' and TSVAL ^= null,TSVAL conforms to ISO 8601,IG v3.3,7.4,Assumption 3,"Further information about the parameters is included Appendix C1, Trial Summary Codes. TSVAL may have controlled terminology depending on the value of TSPARMCD. Conditions for including parameters are included in Appendix C1, Trial Summary Codes.",,,,,,,,,,,,,
CG0270,3.4,1,TDM,TS,TSVAL,TSPARMCD = 'AGEMAX' and TSVAL ^= null,TSVAL conforms to ISO 8601,IG v3.4,7.4.2.1,,"When the trial summary parameter is AGEMAX, then TSVAL should have a value expressed as an ISO8601 time duration (e.g., P43Y for 43 years old or P6M for 6 months old).",Citation and section updated since Appendix C1 has been replaced in SDTMIG v3.4.,,,,,,,,,,,,
CG0271,3.2,1,TDM,TS,TSVAL,TSPARMCD = 'RANDOM' and TSVAL ^= null,"TSVAL in ('N','Y')",IG v3.2,7.4|Appendix C1,Assumption 3,Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD,,,,,,,,,,,,,
CG0271,3.3,1,TDM,TS,TSVAL,TSPARMCD = 'RANDOM' and TSVAL ^= null,"TSVAL in ('N','Y')",IG v3.3,7.4,Assumption 3,"Further information about the parameters is included Appendix C1, Trial Summary Codes. TSVAL may have controlled terminology depending on the value of TSPARMCD. Conditions for including parameters are included in Appendix C1, Trial Summary Codes.",,,,,,,,,,,,,
CG0272,3.2,2,TDM,TS,TSVAL,TSPARMCD = 'TDIGRP' and record exists where TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y',TSVAL = null or 'HEALTHY SUBJECTS',IG v3.2,IG v3.2[7.4]|IG v3.2[Appendix C1],IG v3.2[7.4][Assumption 3]|IG v3.2[Appendix C1],"IG v3.2[7.4][Assumption 3][Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD]|IG v3.2[Appendix C1][If the study population is healthy subjects (i.e., healthy subjects flag is Y), this parameter is not expected. If the healthy subject flag is N, then this parameter would contain the diagnosis/medical problem of the study population. [Validation rule; IF healthy volunteers = N then TDIGRP must be present and not null]","Updated Rule from ""TSVAL = null"". The rule is ensuring that when TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y', there is an additional TS record where TSPARMCD = 'TDIGRP' and TSVAL is null. However, TSVAL where TSPARMCD = 'TDIGRP' has it's own codelist: 'Diagnosis Group Response' TDIGRP. This TDIGRP codelist has just one term, 'HEALTHY SUBJECTS'. The way this CDISC rule is written, it will fire when the following two records are found in TS: TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y', TSPARMCD = 'TDIGRP' and TSVAL = 'HEALTHY SUBJECTS'.",,,,,,,,,,,,
CG0272,3.3,2,TDM,TS,TSVAL,TSPARMCD = 'TDIGRP' and record exists where TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y',TSVAL = null or 'HEALTHY SUBJECTS',IG v3.3,IG v3.3[7.4.2]|IG v3.3[Appendix C1],IG v3.3[7.4.2][Assumption 3]|IG v3.3[Appendix C1],"IG v3.3[7.4.2][Assumption 3][Further information about the parameters is included Appendix C1, Trial Summary Codes. TSVAL may have controlled terminology depending on the value of TSPARMCD. Conditions for including parameters are included in Appendix C1, Trial Summary Codes.]|IG v3.3[Appendix C1][ If the study population is healthy subjects (i.e., healthy subjects flag is Y), this parameter is not expected. If the healthy subject flag is N, then this parameter would contain the diagnosis/medical problem of the study population. [Validation rule; IF healthy volunteers = N then TDIGRP must be present and not null]","Updated Rule from ""TSVAL = null"". The rule is ensuring that when TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y', there is an additional TS record where TSPARMCD = 'TDIGRP' and TSVAL is null. However, TSVAL where TSPARMCD = 'TDIGRP' has it's own codelist: 'Diagnosis Group Response' TDIGRP. This TDIGRP codelist has just one term, 'HEALTHY SUBJECTS'. The way this CDISC rule is written, it will fire when the following two records are found in TS: TSPARMCD = 'HLTSUBJI' and TSVAL = 'Y', TSPARMCD = 'TDIGRP' and TSVAL = 'HEALTHY SUBJECTS'.",,,,,,,,,,,,
CG0273,3.2,1,TDM,TS,TSVAL,TSPARMCD = 'TDIGRP' and record exists where TSPARMCD = 'HLTSUBJI' and TSVAL = 'N',TSVAL ^= null,IG v3.2,IG v3.2[7.4]|IG v3.2[Appendix C1],IG v3.2[7.4][Assumption 3]|IG v3.2[Appendix C1],"IG v3.2[7.4][Assumption 3][Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD]|IG v3.2[Appendix C1][If the study population is healthy subjects (i.e., healthy subjects flag is Y), this parameter is not expected. If the healthy subject flag is N, then this parameter would contain the diagnosis/medical problem of the study population. [Validation rule; IF healthy volunteers = N then TDIGRP must be present and not null]",,,,,,,,,,,,,
CG0273,3.3,1,TDM,TS,TSVAL,TSPARMCD = 'TDIGRP' and record exists where TSPARMCD = 'HLTSUBJI' and TSVAL = 'N',TSVAL ^= null,IG v3.3,IG v3.3[7.4.2]|IG v3.3[Appendix C1],IG v3.3[7.4.2][Assumption 3]|IG v3.3[Appendix C1],"IG v3.3[7.4.2][Assumption 3][Further information about the parameters is included Appendix C1, Trial Summary Codes. TSVAL may have controlled terminology depending on the value of TSPARMCD. Conditions for including parameters are included in Appendix C1, Trial Summary Codes.]|IG v3.3[Appendix C1][If the study population is healthy subjects (i.e., healthy subjects flag is Y), this parameter is not expected. If the healthy subject flag is N, then this parameter would contain the diagnosis/medical problem of the study population. [Validation rule; IF healthy volunteers = N then TDIGRP must be present and not null]",,,,,,,,,,,,,
CG0275,3.2,1,TDM,TS,TSVAL,TSPARMCD = 'CURTRT' and record exists where TSPARMCD = 'ADDON' and TSVAL = 'Y',TSVAL ^= null,IG v3.2,IG v3.2[7.4]|IG v3.2[Appendix C1],IG v3.2[7.4][Assumption 3]|IG v3.2[Appendix C1],"IG v3.2[7.4][Assumption 3][Further information about the parameters is included below in Table 1. TSVAL may have controlled terminology depending on the value of TSPARMCD.]|IG v3.2[Appendix C1][Required when ADDON equals ""Y""]",,,,,,,,,,,,,
