SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Findings,RP,27.0,Findings,RP,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the assessment was made.
Findings,RP,28.0,Findings,RP,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the assessment was made.
Findings,RP,29.0,Findings,RP,RPDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Collection date and time of an observation.
Findings,RP,30.0,Findings,RP,RPDY,Study Day of Visit/Collection/Exam,Num,,,,,Timing,Perm,Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Findings,RP,31.0,Findings,RP,RPDUR,Duration,Char,,,ISO 8601 duration,,Timing,Perm,"Collected duration of an event, intervention, or finding represented in ISO 8601 character format. Used only if collected on the CRF and not derived."
Findings,RP,32.0,Findings,RP,RPTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose."
Findings,RP,33.0,Findings,RP,RPTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numeric version of planned time point used in sorting.
Findings,RP,34.0,Findings,RP,RPELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,"Planned elapsed time in ISO 8601 character format relative to a planned fixed reference (RPTPTREF; e.g., ""PREVIOUS DOSE"", ""PREVIOUS MEAL""). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration."
Findings,RP,35.0,Findings,RP,RPTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Description of the fixed reference point referred to by RPELTM, RPTPTNUM, and RPTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL""."
Findings,RP,36.0,Findings,RP,RPRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Date/time for a fixed reference time point defined by RPTPTREF in ISO 8601 character format.
Findings,RS,1.0,Findings,RS,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,RS,2.0,Findings,RS,DOMAIN,Domain Abbreviation,Char,,,,RS,Identifier,Req,Two-character abbreviation for the domain.
Findings,RS,3.0,Findings,RS,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,RS,4.0,Findings,RS,RSSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.
Findings,RS,5.0,Findings,RS,RSGRPID,Group ID,Char,,,,,Identifier,Perm,Used to link together a block of related records within a subject in a domain.
Findings,RS,6.0,Findings,RS,RSREFID,Reference ID,Char,,,,,Identifier,Perm,Internal or external identifier.
Findings,RS,7.0,Findings,RS,RSSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier.
Findings,RS,8.0,Findings,RS,RSLNKID,Link ID,Char,,,,,Identifier,Perm,An identifier used to link the response assessment to the related measurement record in another domain which was used to determine the response result. LNKID values group records within USUBJID.
Findings,RS,9.0,Findings,RS,RSLNKGRP,Link Group ID,Char,,,,,Identifier,Perm,A grouping identifier used to link the response assessment to a group of measurement/assessment records which were used in the assessment of the response. LNKGRP values group records within USUBJID.
Findings,RS,10.0,Findings,RS,RSTESTCD,Assessment Short Name,Char,C96782,,,,Topic,Req,"Short name of the TEST in RSTEST. The value in RSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). RSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""TRGRESP"", ""NTRGRESP"", ""OVRLRESP"", ""SYMPTDTR"", ""CPS0102"". \n There are separate codelists used for RSTESTCD where the choice depends on the value of RSCAT. Codelist ""ONCRTSCD"" is used for oncology response criteria (when RSCAT is a term in codelist ""ONCRSCAT""). Examples: TRGRESP, ""NTRGRESP, ""OVRLRESP"". For Clinical Classifications (when RSCAT is a term in codelist ""CCCAT""), QRS Naming Rules apply. These instruments have individual dedicated terminology codelists."
Findings,RS,11.0,Findings,RS,RSTEST,Assessment Name,Char,C96781,,,,Synonym Qualifier,Req,"Verbatim name of the response assessment. The value in RSTEST cannot be longer than 40 characters. \n There are separate codelists used for RSTEST where the choice depends on the value of RSCAT. Codelist ""ONCRTS"" is used for oncology response criteria (when RSCAT is a term in codelist ""ONCRSCAT""). Examples: ""Target Response"", ""Non-target Response"", ""Overall Response"", ""Symptomatic Deterioration"". For Clinical Classifications (when RSCAT is a term in codelist ""CCCAT""), QRS Naming Rules apply. These instruments have individual dedicated terminology codelists."
Findings,RS,12.0,Findings,RS,RSCAT,Category for Assessment,Char,C124298; C118971,,,,Grouping Qualifier,Exp,"Used to define a category of related records across subjects. Examples: ""RECIST 1.1"", ""CHILD-PUGH CLASSIFICATION"". There are separate codelists used for RSCAT where the choice depends on whether the related records are about an oncology response criterion or another clinical classification. \n RSCAT is required for clinical classifications other than oncology response criteria."
Findings,RS,13.0,Findings,RS,RSSCAT,Subcategory,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of RSCAT values.
Findings,RS,14.0,Findings,RS,RSORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,"Result of the response assessment as originally received, collected, or calculated."
Findings,RS,15.0,Findings,RS,RSORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,Unit for RSORRES.
Findings,RS,16.0,Findings,RS,RSSTRESC,Character Result/Finding in Std Format,Char,C96785,,,,Result Qualifier,Exp,"Contains the result value for the response assessment, copied, or derived from RSORRES in a standard format or standard units. RSSTRESC should store all results or findings in character format. \n For Clinical Classifications, this may be a score."
Findings,RS,17.0,Findings,RS,RSSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,"Used for continuous or numeric results or findings in standard format; copied in numeric format from --STRESC. --STRESN should store all numeric test results or findings. For Clinical Classifications, this may be a score."
Findings,RS,18.0,Findings,RS,RSSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized units used for RSSTRESC and RSSTRESN.
Findings,RS,19.0,Findings,RS,RSSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,Used to indicate the response assessment was not performed. Should be null if a result exists in RSORRES.
Findings,RS,20.0,Findings,RS,RSREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Describes why a response assessment was not performed. Examples: ""All target tumors not evaluated"", ""Subject does not have non-target tumors"". Used in conjunction with RSSTAT when value is ""NOT DONE""."
Findings,RS,21.0,Findings,RS,RSNAM,Vendor Name,Char,,,,,Record Qualifier,Perm,The name or identifier of the vendor that performed the response assessment. This column can be left null when the investigator provides the complete set of data in the domain.
Findings,RS,22.0,Findings,RS,RSMETHOD,Method of Test or Examination,Char,C158113,,,,Record Qualifier,Perm,Method of the test or examination.
Findings,RS,23.0,Findings,RS,RSLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Perm,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null. \n When a clinical classification is assessed at multiple times, including baseline, RSLOBXFL should be included in the dataset."
Findings,RS,24.0,Findings,RS,RSBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that --BLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset."
Findings,RS,25.0,Findings,RS,RSDRVFL,Derived Flag,Char,C66742,,,,Record Qualifier,Perm,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null."
Findings,RS,26.0,Findings,RS,RSEVAL,Evaluator,Char,C78735,,,,Record Qualifier,Perm,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""RADIOLOGIST"". \n RSEVAL is expected for oncology response criteria. It can be left null when the investigator provides the complete set of data in the domain. However, the column should contain no null values when data from one or more independent assessors is included, meaning that the rows attributed to the investigator should contain a value of ""INVESTIGATOR""."
Findings,RS,27.0,Findings,RS,RSEVALID,Evaluator Identifier,Char,C96777,,,,Variable Qualifier,Perm,"Used to distinguish multiple evaluators with the same role recorded in RSEVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumptions in Section 6.3.9.3.1, Disease Response Use Case."
Findings,RS,28.0,Findings,RS,RSACPTFL,Accepted Record Flag,Char,C66742,,,,Record Qualifier,Perm,"In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATOR"") provides an evaluation of response, this flag identifies the record that is considered to be the accepted evaluation."
Findings,RS,29.0,Findings,RS,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,RS,30.0,Findings,RS,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Findings,RS,31.0,Findings,RS,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,RS,32.0,Findings,RS,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the assessment was made.
Findings,RS,33.0,Findings,RS,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the assessment was made.
Findings,RS,34.0,Findings,RS,RSDTC,Date/Time of Assessment,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Collection date and time of the assessment represented in ISO 8601 character format.
Findings,RS,35.0,Findings,RS,RSDY,Study Day of Assessment,Num,,,,,Timing,Perm,"Study day of the assessment, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics."
Findings,RS,36.0,Findings,RS,RSTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See RSTPTNUM and RSTPTREF."
Findings,RS,37.0,Findings,RS,RSTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numeric version of planned time point used in sorting.
Findings,RS,38.0,Findings,RS,RSELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,"Planned elapsed time in ISO 8601 character format relative to a planned fixed reference (RSTPTREF; e.g., ""PREVIOUS DOSE"", ""PREVIOUS MEAL""). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration."
Findings,RS,39.0,Findings,RS,RSTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Description of the fixed reference point referred to by RSELTM, RSTPTNUM, and RSTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL""."
Findings,RS,40.0,Findings,RS,RSRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Date/time for a fixed reference time point defined by RSTPTREF in ISO 8601 character format.
Findings,RS,41.0,Findings,RS,RSEVLINT,Evaluation Interval,Char,,,ISO 8601 duration or interval,,Timing,Perm,"Duration of interval associated with an observation such as a finding RSTESTCD, represented in ISO 8601 character format. Example: ""-P2M"" to represent a period of the past 2 months as the evaluation interval."
Findings,RS,42.0,Findings,RS,RSEVINTX,Evaluation Interval Text,Char,,,,,Timing,Perm,"Evaluation interval associated with an observation, where the interval is not able to be represented in ISO 8601 format. Examples: ""LIFETIME"", ""LAST NIGHT"", ""RECENTLY"", ""OVER THE LAST FEW WEEKS""."
Findings,RS,43.0,Findings,RS,RSSTRTPT,Start Relative to Reference Time Point,Char,C66728,,,,Timing,Perm,"Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable RSSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Findings,RS,44.0,Findings,RS,RSSTTPT,Start Reference Time Point,Char,,,,,Timing,Perm,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by RSSTRTPT. Examples: ""2003-12-15"", ""VISIT 1""."
Findings,RS,45.0,Findings,RS,RSENRTPT,End Relative to Reference Time Point,Char,C66728,,,,Timing,Perm,"Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable RSENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Findings,RS,46.0,Findings,RS,RSENTPT,End Reference Time Point,Char,,,,,Timing,Perm,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by RSENRTPT. Examples: ""2003-12-25"", ""VISIT 2""."
Findings,SC,1.0,Findings,SC,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,SC,2.0,Findings,SC,DOMAIN,Domain Abbreviation,Char,,,,SC,Identifier,Req,Two-character abbreviation for the domain.
Findings,SC,3.0,Findings,SC,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,SC,4.0,Findings,SC,SCSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Findings,SC,5.0,Findings,SC,SCGRPID,Group ID,Char,,,,,Identifier,Perm,Used to tie together a block of related records in a single domain for a subject.
Findings,SC,6.0,Findings,SC,SCSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.
Findings,SC,7.0,Findings,SC,SCTESTCD,Subject Characteristic Short Name,Char,C74559,,,,Topic,Req,"Short name of the measurement, test, or examination described in SCTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MARISTAT"", ""NATORIG""."
Findings,SC,8.0,Findings,SC,SCTEST,Subject Characteristic,Char,C103330,,,,Synonym Qualifier,Req,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in SCTEST cannot be longer than 40 characters. Examples: ""Marital Status"", ""National Origin""."
Findings,SC,9.0,Findings,SC,SCCAT,Category for Subject Characteristic,Char,,,,,Grouping Qualifier,Perm,Used to define a category of related records.
Findings,SC,10.0,Findings,SC,SCSCAT,Subcategory for Subject Characteristic,Char,,,,,Grouping Qualifier,Perm,A further categorization of the subject characteristic.
Findings,SC,11.0,Findings,SC,SCORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the subject characteristic as originally received or collected.
Findings,SC,12.0,Findings,SC,SCORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,Original unit in which the data were collected. The unit for SCORRES.
Findings,SC,13.0,Findings,SC,SCSTRESC,Character Result/Finding in Std Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings copied or derived from SCORRES, in a standard format or standard units. SCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in SCORRES, and these results effectively have the same meaning, they could be represented in standard format in SCSTRESC as ""NEGATIVE""."
Findings,SC,14.0,Findings,SC,SCSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from SCSTRESC. SCSTRESN should store all numeric test results or findings.
Findings,SC,15.0,Findings,SC,SCSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized unit used for SCSTRESC or SCSTRESN.
Findings,SC,16.0,Findings,SC,SCSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,Used to indicate that the measurement was not done. Should be null if a result exists in SCORRES.
Findings,SC,17.0,Findings,SC,SCREASND,Reason Not Performed,Char,,,,,Record Qualifier,Perm,"Describes why the observation has no result. Example: ""Subject refused"". Used in conjunction with SCSTAT when value is ""NOT DONE""."
Findings,SC,18.0,Findings,SC,VISITNUM,Visit Number,Num,,,,,Timing,Perm,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,SC,19.0,Findings,SC,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter. May be used in addition to VISITNUM and/or VISITDY.
Findings,SC,20.0,Findings,SC,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,SC,21.0,Findings,SC,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm.
Findings,SC,22.0,Findings,SC,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the start date/time at which the assessment was made.
Findings,SC,23.0,Findings,SC,SCDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Collection date and time of the subject characteristic represented in ISO 8601 character format.
Findings,SC,24.0,Findings,SC,SCDY,Study Day of Examination,Num,,,,,Timing,Perm,"Study day of collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics."
Findings,SS,1.0,Findings,SS,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,SS,2.0,Findings,SS,DOMAIN,Domain Abbreviation,Char,,,,SS,Identifier,Req,Two-character abbreviation for the domain.
Findings,SS,3.0,Findings,SS,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,SS,4.0,Findings,SS,SSSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Findings,SS,5.0,Findings,SS,SSGRPID,Group ID,Char,,,,,Identifier,Perm,Used to tie together a block of related records in a single domain for a subject.
Findings,SS,6.0,Findings,SS,SSSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the Procedure or Test page.
Findings,SS,7.0,Findings,SS,SSTESTCD,Status Short Name,Char,C124305,,,,Topic,Req,"Short name of the status assessment described in SSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SSTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""SURVSTAT""."
Findings,SS,8.0,Findings,SS,SSTEST,Status Name,Char,C124306,,,,Synonym Qualifier,Req,"Verbatim name of the status assessment used to obtain the finding. The value in SSTEST cannot be longer than 40 characters. Example: ""Survival Status""."
Findings,SS,9.0,Findings,SS,SSCAT,Category for Assessment,Char,,,,,Grouping Qualifier,Perm,Used to categorize observations across subjects.
Findings,SS,10.0,Findings,SS,SSSCAT,Subcategory for Assessment,Char,,,,,Grouping Qualifier,Perm,A further categorization.
Findings,SS,11.0,Findings,SS,SSORRES,Result or Finding Original Result,Char,,,,,Result Qualifier,Exp,Result of the status assessment finding as originally received or collected.
Findings,SS,12.0,Findings,SS,SSSTRESC,Character Result/Finding in Std Format,Char,C124304,,,,Result Qualifier,Exp,"Contains the result value for all findings copied or derived from SSORRES, in a standard format."
Findings,SS,13.0,Findings,SS,SSSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,Used to indicate a status assessment was not done. Should be null if a result exists in SSORRES.
Findings,SS,14.0,Findings,SS,SSREASND,Reason Assessment Not Performed,Char,,,,,Record Qualifier,Perm,"Describes why an assessment was not performed. Example: ""Subject refused"". Used in conjunction with SSSTAT when value is ""NOT DONE""."
Findings,SS,15.0,Findings,SS,SSEVAL,Evaluator,Char,C78735,,,,Record Qualifier,Perm,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: ""CAREGIVER"", ""ADJUDICATION COMMITTEE"", ""FRIEND""."
Findings,SS,16.0,Findings,SS,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,SS,17.0,Findings,SS,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.
Findings,SS,18.0,Findings,SS,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,SS,19.0,Findings,SS,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm.
Findings,SS,20.0,Findings,SS,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the start date/time of the subject status assessment.
Findings,SS,21.0,Findings,SS,SSDTC,Date/Time of Assessment,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Date and time of the subject status assessment represented in ISO 8601 character format.
Findings,SS,22.0,Findings,SS,SSDY,Study Day of Assessment,Num,,,,,Timing,Perm,"Study day of the subject status assessment, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics."
Findings,TR,1.0,Findings,TR,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,TR,2.0,Findings,TR,DOMAIN,Domain Abbreviation,Char,,,,TR,Identifier,Req,Two-character abbreviation for the domain.
Findings,TR,3.0,Findings,TR,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,TR,4.0,Findings,TR,TRSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.
Findings,TR,5.0,Findings,TR,TRGRPID,Group ID,Char,,,,,Identifier,Perm,Used to link together a block of related records within a subject in a domain.
Findings,TR,6.0,Findings,TR,TRREFID,Reference ID,Char,,,,,Identifier,Perm,Internal or external identifier.
Findings,TR,7.0,Findings,TR,TRSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier.
Findings,TR,8.0,Findings,TR,TRLNKID,Link ID,Char,,,,,Identifier,Exp,Identifier used to link the assessment result records to the individual tumor/lesion identification record in TU domain.
Findings,TR,9.0,Findings,TR,TRLNKGRP,Link Group,Char,,,,,Identifier,Perm,Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.
Findings,TR,10.0,Findings,TR,TRTESTCD,Tumor/Lesion Assessment Short Name,Char,C96779,,,,Topic,Req,"Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""TUMSTATE"", ""DIAMETER"", ""LESSCIND"", ""LESRVIND"". See assumption 3."
Findings,TR,11.0,Findings,TR,TRTEST,Tumor/Lesion Assessment Test Name,Char,C96778,,,,Synonym Qualifier,Req,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: ""Tumor State"", ""Diameter"", ""Volume"", ""Lesion Success Indicator"", ""Lesion Revascularization Indicator"". See assumption 3."
Findings,TR,12.0,Findings,TR,TRORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the tumor/lesion measurement/assessment as originally received or collected.
Findings,TR,13.0,Findings,TR,TRORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Exp,"Original units in which the data were collected. The unit for TRORRES. Example: ""mm""."
Findings,TR,14.0,Findings,TR,TRSTRESC,Character Result/Finding in Std Format,Char,C124309,,,,Result Qualifier,Exp,"Contains the result value for all findings copied or derived from TRORRES, in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN."
Findings,TR,15.0,Findings,TR,TRSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Exp,Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.
Findings,TR,16.0,Findings,TR,TRSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Exp,Standardized unit used for TRSTRESN.
Findings,TR,17.0,Findings,TR,TRSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,Used to indicate a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Should be null if a result exists in TRORRES.
Findings,TR,18.0,Findings,TR,TRREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Describes why a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Examples: ""SCAN NOT PERFORMED"", ""NOT ASSESSABLE: IMAGE OBSCURED TUMOR"". Used in conjunction with TRSTAT when value is ""NOT DONE""."
Findings,TR,19.0,Findings,TR,TRNAM,Laboratory/Vendor Name,Char,,,,,Record Qualifier,Perm,The name or identifier of the vendor that performed the tumor/lesion measurement or assessment. This column can be left null when the investigator provides the complete set of data in the domain.
Findings,TR,20.0,Findings,TR,TRMETHOD,Method Used to Identify the Tumor/Lesion,Char,C85492,,,,Record Qualifier,Exp,"Method used to measure the tumor/lesion/location of interest. Examples: ""MRI"", ""CT SCAN"", ""PET SCAN"", ""Coronary angiography""."
Findings,TR,21.0,Findings,TR,TRLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. Should be ""Y"" or null."
Findings,TR,22.0,Findings,TR,TRBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that TRBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset."
Findings,TR,23.0,Findings,TR,TREVAL,Evaluator,Char,C78735,,,,Record Qualifier,Exp,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR""."
Findings,TR,24.0,Findings,TR,TREVALID,Evaluator Identifier,Char,C96777,,,,Variable Qualifier,Perm,"Used to distinguish multiple evaluators with the same role recorded in TREVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumption 6."
Findings,TR,25.0,Findings,TR,TRACPTFL,Accepted Record Flag,Char,C66742,,,,Record Qualifier,Perm,"In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATION COMMITTEE"") provide independent assessments at the same time point, this flag identifies the record that is considered to be the accepted assessment."
Findings,TR,26.0,Findings,TR,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,TR,27.0,Findings,TR,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Findings,TR,28.0,Findings,TR,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,TR,29.0,Findings,TR,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Epoch associated with the date/time at which the assessment was made.
Findings,TR,30.0,Findings,TR,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the element in the planned sequence of elements for the arm to which the subject was assigned.
Findings,TR,31.0,Findings,TR,TRDTC,Date/Time of Tumor/Lesion Measurement,Char,,,ISO 8601 datetime or interval,,Timing,Exp,The date of the scan/image/physical exam. TRDTC does not represent the date that the image was read to identify tumors/lesions. TRDTC also does not represent the VISIT date.
Findings,TR,32.0,Findings,TR,TRDY,Study Day of Tumor/Lesion Measurement,Num,,,,,Timing,Perm,"Study day of the scan/image/physical exam, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics."
